#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
GRB240204A   |   1212898    | -1.160570e+00 | -1.714650e+00 | -6.181910e-01 | 1.983650e-01 | 1.206110e-01 | 2.742630e-01 | 9.80 | 8 | 1.225 | 2.79e-01 | 50.0000 | 0.02 | 0.224000 | 0.244000 |  
GRB240123A   |   1210276    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB240112C   |   1208389    | -1.731220e+00 | N/A | N/A | 1.361100e-01 | N/A | N/A | 17.57 | 8 | 2.19625 | 2.47e-02 | 50.0000 | 0.02 | 0.544000 | 0.564000 |  
GRB240109A   |   1207446    | -1.608760e+00 | -2.015050e+00 | -1.210020e+00 | 3.613100e-02 | 2.270250e-02 | 4.955650e-02 | 14.79 | 8 | 1.84875 | 6.34e-02 | 50.0000 | 0.02 | 0.044000 | 0.064000 |  
GRB240102A   |   1205899    | -1.579430e+00 | -2.456200e+00 | -8.936520e-01 | 1.691390e-02 | 8.367810e-03 | 2.436550e-02 | 1.79 | 8 | 0.22375 | 9.87e-01 | 50.0000 | 0.02 | 66.816000 | 66.836000 |  
GRB240101B   |   1205744    | -1.084250e+00 | -2.318600e+00 | 7.708270e-01 | 1.136300e-02 | 0.000000e+00 | 1.874900e-02 | 12.86 | 8 | 1.6075 | 1.17e-01 | 50.0000 | 0.02 | 2.832000 | 2.852000 |  
GRB240101A   |   1205708    | -6.911830e-01 | -1.432520e+00 | 3.541640e-01 | 2.276760e-02 | 0.000000e+00 | 3.323980e-02 | 3.81 | 8 | 0.47625 | 8.74e-01 | 50.0000 | 0.02 | 1.036000 | 1.056000 |  
GRB231230A   |   1205319    | -1.447150e+00 | -2.067020e+00 | -8.083850e-01 | 4.374860e-02 | 2.638360e-02 | 6.071780e-02 | 3.69 | 8 | 0.46125 | 8.84e-01 | 50.0000 | 0.02 | 2.576000 | 2.596000 |  
GRB231216A   |   1202749    | -1.254580e+00 | -1.947780e+00 | -4.166180e-01 | 2.682230e-02 | 1.475780e-02 | 3.888110e-02 | 6.02 | 8 | 0.7525 | 6.46e-01 | 50.0000 | 0.02 | 1.548000 | 1.568000 |  
GRB231215A   |   1202522    | -3.705030e+00 | -7.542530e+00 | -2.007270e+00 | 1.855200e-02 | 0.000000e+00 | 4.286330e-02 | 9.14 | 8 | 1.1425 | 3.31e-01 | 50.0000 | 0.02 | 1.504000 | 1.524000 |  
